id,question,answer,category,task_type,evaluation_method
130,Which of the following are types of 'Zero-Knowledge Proof' systems in blockchain? Options: A) zk-SNARK B) zk-STARK C) zk-LARK D) zk-MARK,"A, B",dmind_blockchain_fundamentals,multiple_choice,rule_based
131,Which of the following are solutions to the 'data availability' problem in blockchain? Options: A) Data availability sampling B) Erasure coding C) Centralized storage D) Data availability committees,"A, B, D",dmind_blockchain_fundamentals,multiple_choice,rule_based
132,Which of the following are defense mechanisms against 'Long-Range Attacks' in blockchain? Options: A) Checkpoints B) Weak subjectivity C) Proof of Work D) Centralized validation,"A, B",dmind_blockchain_fundamentals,multiple_choice,rule_based
133,Which of the following are challenges faced by 'Stateless Clients' in blockchain? Options: A) Proof size B) Computational complexity of generating proofs C) Network bandwidth requirements D) Centralization risks,"A, B, C",dmind_blockchain_fundamentals,multiple_choice,rule_based
134,Which of the following are application scenarios for 'Verifiable Random Functions' (VRFs) in blockchain? Options: A) Validator selection B) Shard assignment C) Block generation D) Transaction ordering,"A, B, C",dmind_blockchain_fundamentals,multiple_choice,rule_based
135,Which of the following are defense mechanisms against 'Front-running Attacks' in blockchain? Options: A) Commit-reveal schemes B) Private transaction pools C) Centralized ordering D) Random delays,"A, B",dmind_blockchain_fundamentals,multiple_choice,rule_based
136,Which of the following are security challenges in blockchain 'cross-chain communication'? Options: A) Replay attacks B) Double-spending attacks C) Bridge contract vulnerabilities D) Network latency,"A, B, C",dmind_blockchain_fundamentals,multiple_choice,rule_based
137,Which of the following are solutions to the 'state explosion' problem in blockchain? Options: A) State rent B) State expiry C) Centralized storage D) State tree pruning,"A, B, D",dmind_blockchain_fundamentals,multiple_choice,rule_based
138,Which of the following are characteristics of blockchain re-staking technology today? Options: A) Improving capital efficiency B) Enhancing network security C) Reducing decentralization D) Increasing centralization risks,"A, B",dmind_blockchain_fundamentals,multiple_choice,rule_based
139,Which of the following are sources of 'Deterministic Randomness' in blockchain? Options: A) Block hash B) Verifiable Random Function (VRF) C) True random number generator D) Multi-party computation,"A, B, D",dmind_blockchain_fundamentals,multiple_choice,rule_based
140,Which of the following are implementation methods for 'Trustless Bridges' in blockchain? Options: A) Light client verification B) Zero-knowledge proofs C) Centralized validators D) Federated multi-signatures,"A, B",dmind_blockchain_fundamentals,multiple_choice,rule_based
141,Which technical innovation distinguishes Celestia's data availability layer from traditional monolithic blockchain architectures? Options: A) Proof-of-Stake consensus with validator rotation B) Separation of consensus and data availability from execution C) Integration of zero-knowledge proofs for privacy D) Implementation of sharding for horizontal scaling,Separation of consensus and data availability from execution,dmind_blockchain_fundamentals,multiple_choice,rule_based
142,Select every security vulnerability that was exploited in the Force Bridge hack of June 2025. Options: A) Compromised private keys accessing privileged functions B) Smart contract reentrancy attack C) Access control bypass in protocol contracts D) Oracle price manipulation,"A, C",dmind_blockchain_fundamentals,multiple_choice,rule_based
143,What is the primary technical reason behind Polygon's decision to deprecate zkEVM by 2026? Options: A) Lack of developer adoption and high operational costs B) Security vulnerabilities in zero-knowledge circuits C) Incompatibility with Ethereum's upcoming upgrades D) Regulatory compliance issues with privacy features,Lack of developer adoption and high operational costs,dmind_blockchain_fundamentals,multiple_choice,rule_based
144,Which consensus mechanism does Idena blockchain implement to ensure human uniqueness verification? Options: A) Proof-of-Work with ASIC resistance B) Proof-of-Stake with slashing conditions C) Proof-of-Person with AI-resistant tests D) Delegated Proof-of-Stake with voting,Proof-of-Person with AI-resistant tests,dmind_blockchain_fundamentals,multiple_choice,rule_based
145,Select every feature that Kadena's Chainweb EVM testnet (launched June 2025) provides. Options: A) Scalable Layer 1 Proof-of-Work architecture B) Full Ethereum Virtual Machine compatibility C) Interwoven blockchain design for parallel processing D) Zero-knowledge proof integration for privacy,"A, B, C",dmind_blockchain_fundamentals,multiple_choice,rule_based
146,What is the approximate constant size that Mina Protocol maintains regardless of transaction volume? Options: A) 11KB using recursive zk-SNARKs B) 22KB using recursive zk-SNARKs C) 44KB using zk-STARKs D) 88KB using Merkle tree compression,22KB using recursive zk-SNARKs,dmind_blockchain_fundamentals,multiple_choice,rule_based
147,Which programming languages are supported by Arbitrum Stylus for smart contract development? Options: A) Only Rust and C++ B) Rust and any language that compiles to WebAssembly C) Solidity and Vyper exclusively D) JavaScript and TypeScript only,Rust and any language that compiles to WebAssembly,dmind_blockchain_fundamentals,multiple_choice,rule_based
148,Select every component that defines Bittensor's decentralized machine learning network architecture. Options: A) TAO token rewards for model collaboration B) Blockchain-based consensus for model validation C) Global access with equitable reward distribution D) Centralized model training with distributed inference,"A, B, C",dmind_blockchain_fundamentals,multiple_choice,rule_based
149,What was the estimated financial loss from the Force Bridge exploit in June 2025? Options: A) $2.1 million across ETH and BSC B) $3.76 million across ETH and BSC C) $5.2 million across multiple chains D) $1.8 million on Ethereum only,$3.76 million across ETH and BSC,dmind_blockchain_fundamentals,multiple_choice,rule_based
150,Which technical upgrade did Nervos Network CKB complete in July 2025? Options: A) Shanghai Hard Fork for smart contract optimization B) Meepo Hard Fork for enhanced performance and scalability C) Berlin Hard Fork for gas fee reduction D) London Hard Fork for EIP-1559 implementation,Meepo Hard Fork for enhanced performance and scalability,dmind_blockchain_fundamentals,multiple_choice,rule_based
151,What is the primary framework that Oasis Network launched in July 2025 for trustless off-chain computation? Options: A) ROFL (Runtime OFfchain Logic) B) STARK (Scalable Transparent ARgument of Knowledge) C) PLONK (Permutations over Lagrange-bases for Oecumenical Noninteractive arguments of Knowledge) D) SNARK (Succinct Non-interactive ARgument of Knowledge),ROFL (Runtime OFfchain Logic),dmind_blockchain_fundamentals,multiple_choice,rule_based
152,Select every mechanism that can provide trustless verification of foreign-chain blocks without relying on third parties. Options: A) Merkle-proof light clients B) Off-chain oracle attestations C) Centralized relayer signatures D) Zero-knowledge succinct proofs (zk-SNARKs),"A, D",dmind_blockchain_fundamentals,multiple_choice,rule_based
153,Which DePIN project focuses specifically on decentralized wireless network infrastructure? Options: A) Filecoin for distributed storage B) Helium Mobile for wireless connectivity C) Render Network for GPU computing D) The Graph for data indexing,Helium Mobile for wireless connectivity,dmind_blockchain_fundamentals,multiple_choice,rule_based
154,What was the approximate Total Value Locked (TVL) that EigenLayer achieved by 2025? Options: A) $8.5 billion B) $10.1 billion C) $12.2 billion D) $15.7 billion,$12.2 billion,dmind_blockchain_fundamentals,multiple_choice,rule_based
155,Select every characteristic that defines Lumerin's approach to decentralized infrastructure. Options: A) Smart contracts controlling P2P data stream access B) Decentralized AI compute power allocation C) DePIN and RWA tokenization support D) Centralized data processing with blockchain verification,"A, B, C",dmind_blockchain_fundamentals,multiple_choice,rule_based
156,Which zero-knowledge proof system does Google's 2025 initiative focus on for privacy in age assurance? Options: A) zk-STARKs for transparency B) Zero-Knowledge Proof technology C) Bulletproofs for range verification D) PLONK for universal setup,Zero-Knowledge Proof technology,dmind_blockchain_fundamentals,multiple_choice,rule_based
157,What percentage of workforce reduction did Eigen Labs implement in July 2025 to focus on EigenCloud? Options: A) 15% B) 20% C) 25% D) 30%,25%,dmind_blockchain_fundamentals,multiple_choice,rule_based
158,Select every factor that contributed to Polygon zkEVM's deprecation decision. Options: A) Annual operational loss exceeding $1 million B) Failure to adopt EIP-4844 blob transactions C) Peak TVL of only $187 million in March 2024 D) Strong developer adoption and community growth,"A, B, C",dmind_blockchain_fundamentals,multiple_choice,rule_based
